"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"bringOintment","-1.0000051455441779","-1.0000051455441779","-1.0000002063620934","0.0","-1.0000051455441779","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000051455441779","0.0","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
"null","-1.0000007318282447","-1.0000007318282447","-1.0000012572943962","0.0","-1.0000007318282447","-1.0000012572943962","-1.0000012572943962","-1.0000002063620934","-1.0000007318282447","0.0","-1.0000002063620934","-1.0000012572943962","-1.0000002063620934","-1.0000002063620934"
